iter	Passed	Remaining
674	17495	8423
675	17518	8396
676	17548	8372
677	17579	8348
678	17601	8321
679	17627	8295
680	17650	8268
681	17674	8241
682	17699	8214
683	17724	8188
684	17749	8162
685	17772	8134
686	17796	8108
687	17821	8081
688	17845	8054
689	17868	8027
690	17891	8000
691	17914	7973
692	17937	7946
693	17962	7920
694	17985	7892
695	18011	7866
696	18038	7841
697	18064	7815
698	18092	7791
699	18118	7764
700	18146	7740
701	18173	7714
702	18198	7688
703	18224	7662
704	18247	7635
705	18271	7608
706	18296	7582
707	18322	7556
708	18348	7530
709	18376	7505
710	18402	7480
711	18427	7453
712	18452	7427
713	18476	7400
714	18500	7374
715	18523	7347
716	18551	7322
717	18577	7296
718	18602	7270
719	18627	7243
720	18650	7217
721	18676	7191
722	18699	7164
723	18726	7138
724	18752	7113
725	18775	7086
726	18800	7059
727	18824	7033
728	18847	7006
729	18873	6980
730	18898	6954
731	18922	6927
732	18946	6901
733	18970	6874
734	18994	6848
735	19022	6823
736	19049	6797
737	19074	6771
738	19102	6746
739	19128	6720
740	19156	6695
741	19181	6669
742	19204	6642
743	19230	6616
744	19255	6590
745	19280	6564
746	19306	6538
747	19331	6512
748	19358	6487
749	19385	6461
750	19416	6437
751	19440	6411
752	19466	6385
753	19491	6359
754	19518	6333
755	19543	6307
756	19568	6281
757	19590	6254
758	19614	6228
759	19638	6201
760	19664	6175
761	19687	6149
762	19712	6123
763	19738	6097
764	19763	6071
765	19786	6044
766	19809	6017
767	19833	5991
768	19856	5964
769	19881	5938
770	19903	5911
771	19927	5885
772	19950	5858
773	19973	5832
774	19999	5806
775	20024	5780
776	20053	5755
777	20079	5729
778	20105	5703
779	20129	5677
780	20155	5651
781	20180	5625
782	20207	5600
783	20231	5574
784	20257	5548
785	20281	5522
786	20310	5496
787	20337	5471
788	20362	5445
789	20388	5419
790	20413	5393
791	20439	5367
792	20465	5342
793	20488	5315
794	20513	5289
795	20538	5263
796	20561	5237
797	20587	5211
798	20612	5185
799	20637	5159
800	20661	5133
801	20687	5107
802	20709	5080
803	20733	5054
804	20756	5027
805	20778	5001
806	20802	4975
807	20827	4949
808	20851	4922
809	20875	4896
810	20900	4870
811	20925	4844
812	20948	4818
813	20973	4792
814	20997	4766
815	21025	4741
816	21051	4715
817	21076	4689
818	21103	4663
819	21127	4637
820	21153	4612
821	21178	4586
822	21202	4560
823	21227	4534
824	21255	4508
825	21278	4482
826	21304	4456
827	21329	4430
828	21356	4405
829	21380	4379
830	21405	4353
831	21427	4326
832	21451	4300
833	21476	4274
834	21498	4248
835	21522	4222
836	21545	4195
837	21569	4169
838	21593	4143
839	21618	4117
840	21642	4091
841	21665	4065
842	21691	4039
843	21715	4013
844	21739	3987
845	21764	3961
846	21787	3935
847	21811	3909
848	21836	3883
849	21861	3857
850	21886	3832
851	21909	3805
852	21947	3782
853	21972	3756
854	22000	3731
855	22027	3705
856	22053	3679
857	22078	3654
858	22105	3628
859	22130	3602
860	22156	3576
861	22180	3550
862	22203	3524
863	22230	3499
864	22253	3473
865	22279	3447
866	22307	3422
867	22333	3396
868	22358	3370
869	22381	3344
870	22406	3318
871	22428	3292
872	22450	3266
873	22475	3240
874	22499	3214
875	22523	3188
876	22546	3162
877	22570	3136
878	22595	3110
879	22620	3084
880	22644	3058
881	22670	3033
882	22695	3007
883	22718	2981
884	22742	2955
885	22766	2929
886	22789	2903
887	22812	2877
888	22838	2851
889	22861	2825
890	22885	2799
891	22909	2773
892	22933	2747
893	22959	2722
894	22985	2696
895	23011	2670
896	23037	2645
897	23062	2619
898	23086	2593
899	23111	2567
900	23135	2542
901	23162	2516
902	23189	2490
903	23214	2465
904	23240	2439
905	23264	2413
906	23289	2388
907	23312	2362
908	23337	2336
909	23362	2310
910	23386	2284
911	23410	2258
912	23435	2233
913	23458	2207
914	23484	2181
915	23508	2155
916	23534	2130
917	23559	2104
918	23582	2078
919	23610	2053
920	23632	2027
921	23655	2001
922	23681	1975
923	23705	1949
924	23729	1923
925	23752	1898
926	23774	1872
927	23799	1846
928	23824	1820
929	23848	1795
930	23872	1769
931	23896	1743
932	23922	1717
933	23947	1692
934	23975	1666
935	24001	1641
936	24027	1615
937	24051	1589
938	24080	1564
939	24106	1538
