iter	Logloss
288	0.4600126491
289	0.4599695797
290	0.4599224749
291	0.4598649626
292	0.4598349318
293	0.4598036265
294	0.4597538338
295	0.4597061672
296	0.4596657407
297	0.4596048649
298	0.459562166
299	0.459525208
300	0.4594848691
301	0.4594363476
302	0.4593533978
303	0.459313208
304	0.4592647302
305	0.4592279742
306	0.4591933777
307	0.4591313338
308	0.4590823479
309	0.4590124325
310	0.458977669
311	0.4589149402
312	0.4588683157
313	0.4588305886
314	0.4587974831
315	0.458761668
316	0.4587264172
317	0.4586769049
318	0.4586356312
319	0.4586124158
320	0.4585596617
321	0.4585037668
322	0.458468742
323	0.4584169178
324	0.4583852884
325	0.4583356671
326	0.4582925457
327	0.4582602688
328	0.4582264763
329	0.4581828644
330	0.458137791
331	0.4580892672
332	0.4580349762
333	0.4580018494
334	0.4579556208
335	0.4579129385
336	0.4578656035
337	0.4578327325
338	0.4577803468
339	0.4577452924
340	0.4576910606
341	0.4576365971
342	0.4575883835
343	0.4575409188
344	0.4574879015
345	0.4574429542
346	0.4573856222
347	0.4573493598
348	0.4573023602
349	0.4572655139
350	0.4572217842
351	0.4571835598
352	0.4571346545
353	0.4571083208
354	0.4570509047
355	0.4569886449
356	0.4569508137
357	0.4569039389
358	0.4568775434
359	0.4568318699
360	0.4567810406
361	0.4567379765
362	0.4566848778
363	0.4566526341
364	0.4566127956
365	0.4565671156
366	0.4565218692
367	0.4564823097
368	0.4564420789
369	0.4564138741
370	0.4563661694
371	0.4563215312
372	0.4562596765
373	0.4561768746
374	0.4561425303
375	0.4560695877
376	0.456008093
377	0.455971726
378	0.4559318725
379	0.4558883609
380	0.455850598
381	0.4558059489
382	0.4557621753
383	0.4557170085
384	0.4556900938
385	0.4556481369
386	0.4556074564
387	0.4555590348
388	0.4555202151
389	0.4554838897
390	0.4554342909
391	0.4553858174
392	0.4553507232
393	0.4553195219
394	0.4552949795
395	0.4552614433
396	0.4552106059
397	0.4551485962
398	0.4551032637
399	0.4550513991
400	0.4550095695
401	0.4549776373
402	0.4549407129
403	0.4549025577
404	0.4548555746
405	0.4548112844
406	0.4547845914
407	0.4547429199
408	0.4547260392
409	0.4546914962
410	0.4546588645
411	0.4546206347
412	0.4545883817
413	0.4545357784
414	0.4545026054
415	0.4544573844
416	0.4544246487
417	0.4543887167
418	0.4543511785
419	0.4543057676
420	0.4542600377
421	0.4542209728
422	0.4541902392
423	0.4541667625
424	0.4541290221
425	0.4540902977
426	0.4540464414
427	0.4540124541
428	0.4539812504
429	0.4539520159
430	0.4539222186
431	0.4538864161
432	0.4538431476
433	0.4538125883
434	0.4537718661
435	0.4537326599
436	0.4537038018
437	0.4536722629
438	0.453595279
439	0.4535448936
440	0.4535092655
441	0.4534677746
442	0.4534424326
443	0.4533827971
444	0.4533440134
445	0.4533156513
446	0.4532858308
447	0.4532524682
448	0.4532003364
449	0.4531582241
450	0.4531246354
451	0.4530808762
452	0.4530495642
453	0.4530052643
454	0.4529651612
455	0.4529301994
456	0.452893989
457	0.4528623493
458	0.4528160568
459	0.4527661398
460	0.4527112099
461	0.4526728943
462	0.4526452987
463	0.4526093214
464	0.4525759377
465	0.4524983761
466	0.4524576925
467	0.4524014034
468	0.45235909
469	0.4523187052
470	0.4522731592
471	0.4522324153
472	0.4522187681
473	0.4521748114
474	0.4521324347
475	0.4520794121
476	0.4520550684
477	0.4520201255
478	0.4519950637
479	0.4519721335
480	0.4519433767
481	0.4519020078
482	0.4518580177
483	0.4518328218
484	0.4518041517
485	0.4517672555
486	0.4517351465
487	0.4517061615
488	0.4516652325
489	0.4516189378
490	0.4515934828
491	0.4515524048
492	0.4514856816
493	0.4514488583
494	0.4514086133
495	0.4513795874
496	0.4513462824
497	0.4513190344
498	0.4512807558
499	0.4512402659
500	0.4512059641
501	0.4511599148
502	0.4511206396
503	0.4510771345
504	0.4510454857
505	0.4510266261
506	0.4509942448
507	0.4509547671
508	0.4509274749
509	0.4508832137
510	0.4508402819
511	0.4508092436
512	0.4507614465
513	0.4507169021
514	0.4506944997
515	0.4506564916
516	0.450620162
517	0.4505708059
518	0.450543659
519	0.4505096925
520	0.4504757205
521	0.4504343122
522	0.4503916363
523	0.4503536957
524	0.45031991
525	0.4502702127
526	0.4502373459
527	0.4502052847
528	0.4501650977
529	0.4501272279
530	0.4500909802
531	0.4500615913
532	0.4500106334
533	0.4499680558
534	0.4499313452
535	0.4498932348
536	0.4498438813
537	0.4497950807
538	0.4497419208
539	0.4497162349
540	0.4496699797
541	0.4496377972
542	0.4496089714
543	0.4495810699
544	0.4495446788
545	0.4494933931
546	0.4494538843
547	0.4494041783
548	0.449352174
549	0.4493270117
550	0.4493019234
551	0.4492693903
552	0.449236251
553	0.449204812
554	0.4491725482
555	0.4491413335
556	0.4490994747
557	0.449071869
558	0.4490430372
559	0.4490102747
560	0.4489796993
561	0.448956141
562	0.4489212512
563	0.4488895078
564	0.4488571634
565	0.4488196023
566	0.4487796279
567	0.4487347818
568	0.4486987807
569	0.4486643689
570	0.4486292954
571	0.4486070303
572	0.4485693792
573	0.4485255363
574	0.4484983616
575	0.4484749624
576	0.4484394444
577	0.4484082929
578	0.4483681996
579	0.4483396139
580	0.4483086685
581	0.4482735633
582	0.4482730683
583	0.4482285191
584	0.4481919602
585	0.4481625143
586	0.4481302613
587	0.4480891874
588	0.448041344
589	0.4479978083
590	0.4479193701
591	0.447892759
592	0.4478503263
593	0.4478254637
594	0.4477858326
595	0.4477550171
596	0.4477196174
597	0.447670087
598	0.4476377412
599	0.447606141
600	0.4475758065
601	0.4475467119
602	0.4475182058
603	0.4474758889
604	0.4474329374
605	0.447400308
606	0.4473666058
607	0.4473243693
608	0.4472898629
609	0.4472449865
610	0.4472133511
611	0.4471804805
612	0.4471383119
613	0.4471149204
614	0.4470744807
615	0.4470240417
616	0.44700311
617	0.4469610009
618	0.4469320051
619	0.4468931283
620	0.4468447984
621	0.4468096943
622	0.4467741806
623	0.4467459934
624	0.4466939713
625	0.446664923
626	0.4466235642
627	0.4465828005
628	0.4465595831
629	0.4465290237
630	0.4464983433
631	0.4464674909
632	0.4464387985
633	0.4463993325
634	0.4463693389
635	0.4463420592
636	0.4463161007
637	0.446279535
638	0.4462417912
639	0.4462196854
640	0.4461740745
641	0.4461479849
642	0.4461156779
643	0.4460724459
644	0.4460460197
645	0.4460120869
646	0.4459783551
647	0.4459386198
648	0.4459105305
649	0.4458880308
650	0.445844504
651	0.4458083961
652	0.4457751665
653	0.4457345429
654	0.4456978704
655	0.4456644717
656	0.4456148541
657	0.445585942
658	0.4455542572
659	0.4455230504
660	0.4454877057
661	0.4454539593
662	0.4454179511
663	0.4453792985
664	0.4453479065
665	0.4453092889
666	0.4452632079
667	0.4452241527
668	0.4451880924
669	0.4451688067
670	0.4451337254
671	0.4450963681
672	0.4450515458
673	0.4450176324
674	0.4449561657
675	0.4449290218
676	0.4448952354
677	0.4448640633
678	0.4448246686
679	0.4447979552
680	0.4447687762
681	0.4447319814
682	0.4446973052
683	0.4446744071
684	0.4446474005
685	0.4446266286
686	0.4445953537
687	0.4445548451
688	0.4445163414
689	0.4444946312
690	0.4444668118
691	0.4444227204
692	0.4444016416
693	0.4443748884
694	0.4443527468
695	0.4443219972
696	0.4442930667
697	0.4442587304
698	0.444221107
699	0.4441884992
700	0.4441345006
701	0.4440947877
702	0.4440690139
703	0.4440368492
704	0.4440141163
705	0.4439829389
706	0.4439535559
707	0.4439143795
708	0.4438840853
709	0.4438361994
710	0.4438027684
711	0.4437728677
712	0.443740704
713	0.4437244104
714	0.443695386
715	0.4436724607
716	0.4436306856
717	0.4435985575
718	0.4435708432
719	0.4435270717
720	0.4435048369
721	0.4434649178
722	0.4434339786
723	0.4434071856
724	0.4433796224
725	0.4433594094
726	0.4433063954
727	0.4432757788
728	0.4432488602
729	0.4432118048
730	0.4431705364
731	0.4431412094
732	0.4431112237
733	0.4430750803
734	0.4430454843
735	0.4430104276
736	0.4429692406
737	0.4429404611
738	0.4428921287
739	0.4428460529
740	0.4428174905
741	0.4427773365
742	0.4427536392
743	0.4427229743
744	0.4427022307
745	0.4426683915
746	0.4426411571
747	0.4426029278
748	0.4425671721
749	0.442519849
750	0.4424900519
751	0.4424546437
752	0.4424204971
753	0.4423832107
754	0.4423393966
755	0.4423075628
756	0.4422785373
757	0.4422541145
758	0.4422283597
759	0.4421850254
760	0.4421384514
761	0.4421056392
762	0.4420601428
763	0.4420324719
764	0.4420093785
765	0.4419828213
766	0.4419487251
767	0.4419186895
768	0.4418919143
769	0.4418527216
770	0.4418183675
771	0.4417825023
772	0.4417384576
773	0.4417071514
774	0.4416725807
775	0.4416450178
776	0.4416252853
777	0.4416039988
778	0.4415654093
779	0.4415370473
780	0.4415034414
781	0.4414687462
782	0.4414320702
783	0.4414002088
784	0.4413705323
785	0.4413450711
786	0.4413147094
787	0.4412815561
788	0.4412382419
789	0.4412135908
790	0.441178328
791	0.4411477301
792	0.4411107822
793	0.441093019
794	0.4410585453
795	0.4410357803
796	0.4410086218
797	0.4409815629
798	0.4409529312
799	0.4408990888
800	0.4408613298
801	0.4408270529
802	0.4408027365
803	0.4407680863
804	0.4407350577
805	0.4407070327
806	0.4406781315
807	0.4406430748
808	0.4406196178
809	0.4405971026
810	0.4405687552
811	0.4405272603
812	0.4404989803
813	0.4404574115
814	0.4404235174
815	0.4403894993
816	0.4403556031
817	0.4403256713
818	0.4402914565
819	0.4402568889
820	0.4402175984
821	0.4401864662
822	0.4401537833
823	0.4401269001
824	0.4400980592
825	0.4400735657
826	0.4400378764
827	0.4400099667
828	0.439977177
829	0.4399472637
830	0.4399213595
831	0.4399063047
832	0.4398879167
833	0.4398676515
834	0.4398473002
835	0.439814803
836	0.4397902771
837	0.4397609091
838	0.4397288043
839	0.4396896674
840	0.4396567039
841	0.4396231429
842	0.4396019312
843	0.439571298
844	0.4395459454
845	0.4395061458
846	0.4394718627
847	0.4394415464
848	0.4394037333
849	0.4393757262
850	0.4393434447
851	0.4393189914
852	0.4392791349
853	0.4392438217
854	0.4391931628
855	0.4391574081
856	0.439136715
857	0.4391090948
858	0.4390740891
859	0.4390512023
860	0.4390125061
861	0.4389796059
862	0.4389560826
863	0.4389121899
864	0.4388928789
865	0.4388509645
866	0.4388177906
867	0.4387983473
868	0.4387716624
869	0.4387435357
870	0.4387160553
871	0.4386919486
872	0.4386536475
873	0.438615378
874	0.4385879482
875	0.4385569691
876	0.4385266955
877	0.4385033152
878	0.4384705669
879	0.4384435092
880	0.4384120804
881	0.4383895599
882	0.4383609978
883	0.4383355118
884	0.4382997983
885	0.4382786118
886	0.4382503841
887	0.4382246983
888	0.4381846068
889	0.4381622611
890	0.4381277613
891	0.4380922932
892	0.4380555417
893	0.4380333129
894	0.4379934823
895	0.4379582889
896	0.4379208463
897	0.4378887356
898	0.4378522388
899	0.4378193597
900	0.4378001897
901	0.4377619442
902	0.4377337411
903	0.4376989724
904	0.4376675533
905	0.4376441792
906	0.4376092109
907	0.437587106
908	0.4375641906
909	0.4375331225
910	0.4374858994
911	0.4374573079
912	0.437419959
913	0.4373864458
914	0.4373538775
915	0.4373164501
916	0.4372871876
917	0.4372587411
918	0.4372313618
919	0.4371972904
920	0.4371725303
921	0.4371495494
922	0.4371171182
923	0.4370927527
924	0.4370663165
925	0.4370317511
926	0.4370134297
927	0.4369786438
928	0.4369499903
929	0.4369259824
930	0.4369039687
931	0.4368671713
932	0.4368395242
933	0.4368101377
934	0.4367872239
935	0.4367520022
936	0.4367141853
937	0.4366890828
938	0.4366482996
939	0.4366150268
940	0.4366000844
941	0.4365755013
942	0.4365526533
943	0.4365214878
944	0.4364811096
945	0.4364563846
946	0.4364291835
947	0.4364089106
948	0.4363645573
949	0.4363370237
950	0.4362994913
951	0.4362579549
952	0.4362288201
953	0.4362059793
954	0.4361863443
955	0.4361645973
956	0.4361505892
957	0.4361242648
958	0.4360904061
959	0.4360638662
960	0.4360424806
961	0.4360294146
962	0.436000327
963	0.4359710741
964	0.4359483572
965	0.435920614
966	0.4358898925
967	0.4358655868
968	0.4358330253
969	0.4358024031
970	0.4357676969
971	0.43573717
972	0.4357012388
973	0.435674007
974	0.4356382165
975	0.4356183982
976	0.4355852074
977	0.4355507026
978	0.4355262879
979	0.4354994766
980	0.4354691894
981	0.435428723
982	0.4354007069
983	0.4353685003
984	0.4353418863
985	0.4353133155
986	0.4352866595
987	0.4352555636
988	0.4352302141
989	0.4352068309
990	0.4351696236
991	0.4351355053
992	0.4351145573
993	0.4350864692
994	0.4350580281
995	0.4350396436
996	0.4350107269
997	0.434976405
998	0.434944903
999	0.4349111354
